@relation combinationGesture


@attribute x1 numeric
@attribute y1 numeric
@attribute x2 numeric
@attribute y2 numeric
@attribute x3 numeric
@attribute y3 numeric
@attribute x4 numeric
@attribute y4 numeric
@attribute x5 numeric
@attribute y5 numeric
@attribute x6 numeric
@attribute y6 numeric
@attribute x7 numeric
@attribute y7 numeric
@attribute x8 numeric
@attribute y8 numeric
@attribute x9 numeric
@attribute y9 numeric
@attribute x10 numeric
@attribute y10 numeric
@attribute x11 numeric
@attribute y11 numeric
@attribute x12 numeric
@attribute y12 numeric
@attribute x13 numeric
@attribute y13 numeric
@attribute x14 numeric
@attribute y14 numeric
@attribute x15 numeric
@attribute y15 numeric
@attribute action {forAll, resursiveForAll, forSome}

@data
78.85,102.85,85.84,118.84,136.75,252.70,161.70,313.63,167.69,308.64,215.60,157.80,230.57,101.85,230.57,97.86,118.78,207.74,139.74,201.75,22.96,153.80,28.95,128.83,97.82,69.89,188.65,68.89,246.54,108.85,resursiveForAll
320.41,122.83,321.40,127.83,332.38,182.77,356.34,295.65,372.31,336.61,380.30,323.62,432.20,140.81,445.18,109.85,324.40,221.73,337.38,216.73,376.30,205.75,267.50,159.79,267.50,145.81,367.32,72.88,466.14,93.86,resursiveForAll
75.86,353.59,76.86,353.59,119.78,467.47,143.73,535.40,153.72,539.40,193.64,435.51,227.58,340.61,239.56,319.63,114.79,436.51,147.73,426.52,212.61,417.53,31.94,377.57,117.78,309.64,212.61,295.65,265.51,328.62,resursiveForAll
304.44,369.58,307.43,375.57,350.35,514.42,379.30,522.42,439.19,362.58,461.15,317.63,332.38,444.50,351.35,440.50,399.26,423.52,237.56,416.53,263.51,370.57,335.38,320.63,410.24,299.65,460.15,322.62,486.10,368.58,resursiveForAll
211.61,521.42,212.61,529.41,241.55,618.32,255.53,669.26,261.52,688.24,299.45,615.32,339.37,522.42,349.35,502.44,222.59,583.35,252.53,571.37,305.43,565.37,180.67,504.43,236.56,459.48,327.39,459.48,381.29,492.45,resursiveForAll
41.92,533.40,43.92,536.40,56.89,576.36,79.85,650.28,95.82,706.22,105.80,707.22,158.71,625.31,187.65,571.37,210.61,525.41,81.85,597.34,106.80,581.35,187.65,559.38,14.97,548.39,97.82,453.49,200.63,463.48,resursiveForAll
329.39,538.40,333.38,542.40,367.32,636.30,385.29,684.25,443.18,597.34,485.10,497.44,489.09,490.45,347.36,597.34,393.27,585.35,421.22,582.35,298.45,537.40,341.37,498.44,408.24,457.48,446.17,449.49,485.10,468.47,resursiveForAll
109.80,725.21,116.78,731.20,171.68,834.09,186.65,843.08,255.53,694.24,266.51,682.25,159.70,737.19,188.65,728.20,236.56,718.21,71.87,722.21,82.85,703.23,138.74,661.27,195.64,642.29,239.56,654.28,272.50,682.25,resursiveForAll
332.38,695.24,333.38,700.23,368.32,803.12,386.28,829.10,432.20,723.21,478.11,638.30,356.34,749.18,355.34,747.18,420.22,734.20,267.50,693.24,271.50,682.25,366.32,618.32,430.20,621.31,460.15,638.30,489.09,682.25,resursiveForAll
108.80,112.84,122.77,133.82,178.67,257.69,210.61,340.61,240.55,237.71,282.48,115.84,291.46,93.86,292.46,90.87,178.67,215.74,210.61,203.75,261.52,191.76,79.85,155.80,139.74,103.85,227.58,94.86,284.47,106.85,resursiveForAll
359.33,143.81,359.33,168.78,372.31,266.68,395.27,341.60,406.25,342.60,437.19,239.71,458.15,158.80,475.12,113.84,480.11,107.85,367.32,239.71,412.24,226.72,298.45,158.80,368.32,112.84,442.18,86.87,474.12,100.86,resursiveForAll
72.87,360.58,72.87,360.58,90.83,433.51,119.78,533.40,132.75,568.37,169.69,468.47,217.60,348.60,222.59,341.60,109.80,451.49,155.71,428.51,25.95,388.56,39.93,362.58,113.79,312.63,174.68,305.64,229.57,335.61,resursiveForAll
296.45,368.58,298.45,375.57,333.38,478.46,357.34,551.39,376.30,509.43,418.23,389.55,437.19,341.60,444.18,334.61,324.40,437.50,364.33,427.52,398.26,423.52,261.52,379.57,287.47,336.61,379.30,297.65,444.18,342.60,resursiveForAll
84.84,566.37,86.84,575.36,130.76,736.19,150.72,727.20,216.60,589.35,239.56,535.40,116.78,621.31,178.67,605.33,208.61,607.33,58.89,605.33,84.84,552.39,133.75,497.44,181.66,476.46,243.55,508.43,281.48,540.40,resursiveForAll
322.40,556.38,324.40,562.37,345.36,674.26,359.33,717.21,379.30,696.24,420.22,599.34,449.17,534.40,459.15,515.42,327.39,625.31,382.29,617.32,266.51,564.37,280.48,548.39,336.38,509.43,411.24,491.45,470.13,546.39,resursiveForAll
195.64,674.26,195.64,675.26,221.59,740.19,254.53,823.10,262.51,824.10,319.41,715.22,339.37,662.27,340.37,658.27,217.60,707.22,274.49,709.22,158.71,718.21,154.71,712.22,172.68,673.26,280.48,599.34,362.33,637.30,resursiveForAll
127.76,143.81,132.75,145.81,150.72,200.75,195.64,322.62,225.58,356.59,273.49,199.75,317.41,121.83,167.69,257.69,172.68,253.70,205.62,239.71,271.50,223.73,73.86,202.75,97.82,166.79,213.60,99.86,326.40,118.84,resursiveForAll
323.40,189.76,324.40,195.76,347.36,266.68,385.29,404.54,409.24,360.58,459.15,229.72,471.13,196.76,321.40,301.65,357.34,284.66,402.26,266.68,421.22,260.69,254.53,254.70,272.50,227.72,411.24,149.80,472.13,188.76,resursiveForAll
69.87,400.54,72.87,405.54,96.82,496.44,136.75,619.32,152.72,579.36,197.63,448.49,227.58,374.57,118.78,477.46,148.72,467.47,211.61,461.48,16.97,459.48,19.96,445.50,62.88,388.56,148.72,340.61,232.57,379.57,resursiveForAll
303.44,402.54,305.43,407.54,344.36,545.39,363.33,600.34,404.25,528.41,439.19,419.52,448.17,389.55,301.44,502.44,366.32,489.45,404.25,482.46,232.57,465.48,238.56,446.50,289.46,394.55,350.35,349.60,444.18,355.59,resursiveForAll
73.86,615.32,75.86,619.32,122.77,745.18,142.74,792.14,195.64,681.25,229.57,605.33,232.57,597.34,107.80,674.26,168.69,649.28,196.64,644.29,53.90,625.31,68.87,594.34,132.75,542.40,187.65,541.40,244.55,564.37,resursiveForAll
270.50,583.35,269.50,581.35,282.48,593.34,313.42,666.27,330.39,711.22,339.37,755.17,382.29,665.27,439.19,533.40,450.17,514.42,299.45,656.28,349.35,647.29,236.56,592.34,241.55,579.36,349.35,504.43,458.15,534.40,resursiveForAll
263.51,685.25,270.50,691.24,303.44,744.19,336.38,811.12,344.36,845.08,352.35,838.09,396.27,757.17,438.19,680.25,448.17,666.27,316.41,737.19,378.30,741.19,223.59,697.23,274.49,644.29,355.34,607.33,427.21,648.29,resursiveForAll
79.85,722.21,80.85,734.20,101.81,817.11,126.77,881.04,141.74,912.01,165.69,869.06,196.64,780.15,216.60,732.20,220.59,725.21,99.82,807.12,136.75,799.13,189.65,791.14,37.93,757.17,85.84,685.25,202.62,676.26,resursiveForAll
120.78,129.83,137.74,169.78,173.68,275.67,204.62,351.59,230.57,292.66,273.49,138.82,294.45,100.86,166.69,223.73,178.67,220.73,239.56,198.75,259.52,192.76,74.86,191.76,129.76,137.82,222.59,100.86,287.47,99.86,resursiveForAll
332.38,144.81,333.38,150.80,353.35,235.71,385.29,351.59,397.26,336.61,450.17,160.79,472.13,105.85,336.38,227.72,360.33,225.73,424.21,205.75,277.49,202.75,297.45,162.79,344.36,126.83,417.23,93.86,475.12,113.84,resursiveForAll
101.81,377.57,106.80,397.55,132.75,485.45,160.70,572.36,169.69,577.36,211.61,480.46,234.57,394.55,252.53,336.61,133.75,453.49,162.70,442.50,222.59,428.51,60.89,414.53,113.79,344.60,217.60,297.65,275.49,319.63,resursiveForAll
359.33,361.58,360.33,377.57,372.31,459.48,389.28,545.39,397.26,563.37,427.21,509.43,456.16,420.52,479.11,355.59,482.11,350.60,372.31,437.50,423.22,434.51,271.50,426.52,307.43,371.57,403.25,295.65,452.16,290.66,resursiveForAll
69.87,596.34,72.87,600.34,125.77,752.18,146.73,797.13,175.67,761.17,224.58,613.32,244.55,577.36,102.81,656.28,128.76,650.28,195.64,642.29,39.93,603.33,92.83,537.40,150.72,507.43,222.59,524.41,258.52,556.38,resursiveForAll
322.40,584.35,318.41,616.32,355.34,732.20,371.31,776.15,383.29,757.17,422.22,659.27,450.17,583.35,467.13,549.39,321.40,650.28,393.27,630.30,248.54,629.30,264.51,593.34,345.36,524.41,413.23,506.43,453.16,539.40,resursiveForAll
203.62,721.21,206.62,727.20,239.56,802.12,259.52,859.07,270.50,863.06,306.43,788.14,338.37,721.21,356.34,682.25,226.58,764.16,253.53,758.17,320.41,750.18,155.71,729.20,190.65,689.24,280.48,640.29,357.34,660.27,resursiveForAll
112.79,130.82,123.77,178.77,153.72,259.69,184.66,339.61,194.64,340.61,229.57,246.70,256.52,156.80,267.50,111.84,268.50,110.84,161.70,228.72,222.59,206.75,67.87,179.77,104.81,127.83,194.64,78.88,275.49,91.86,resursiveForAll
336.38,144.81,337.38,157.80,376.30,324.62,387.28,350.60,405.25,306.64,431.20,213.74,445.18,158.80,460.15,125.83,462.14,122.83,348.35,236.71,389.28,228.72,427.21,212.74,276.49,172.78,342.37,109.85,457.15,86.87,resursiveForAll
87.84,404.54,88.84,405.54,105.80,444.50,149.72,540.40,166.69,575.36,181.66,597.34,238.56,435.51,262.51,385.56,262.51,384.56,134.75,482.46,201.63,460.48,58.89,429.51,60.89,420.52,186.65,338.61,256.52,353.59,resursiveForAll
319.41,403.54,323.40,416.53,348.35,498.44,376.30,585.35,420.22,507.43,465.14,373.57,466.14,369.58,325.40,476.46,388.28,465.48,419.22,456.48,268.50,422.52,301.44,392.55,369.32,348.60,416.23,342.60,465.14,361.58,resursiveForAll
70.87,621.31,78.85,635.30,109.80,724.21,134.75,786.14,145.73,791.14,173.68,732.20,205.62,633.30,217.60,600.34,122.77,654.28,148.72,651.28,180.67,643.29,65.88,595.34,115.79,539.40,183.66,530.41,230.57,549.39,resursiveForAll
328.39,612.32,330.39,621.31,352.35,690.24,377.30,749.18,381.29,766.16,399.26,730.20,439.19,635.30,459.15,587.35,332.38,659.27,352.35,654.28,398.26,645.29,284.47,598.34,347.36,556.38,423.22,535.40,458.15,571.37,resursiveForAll
199.63,720.21,207.62,734.20,241.55,812.11,259.52,851.07,267.50,861.06,287.47,811.12,317.41,749.18,347.36,698.23,350.35,694.24,234.57,749.18,308.43,742.19,189.65,705.23,219.59,674.26,291.46,623.31,349.35,633.30,resursiveForAll
66.88,140.81,65.88,138.82,111.79,236.71,162.70,358.59,169.69,364.58,199.63,220.73,217.60,134.82,219.59,128.83,126.77,229.72,156.71,214.74,200.63,198.75,24.95,185.77,44.92,154.80,149.72,98.86,248.54,117.84,resursiveForAll
352.35,165.79,354.34,203.75,393.27,323.62,415.23,371.57,420.22,364.58,446.17,292.66,463.14,191.76,481.11,148.81,488.10,140.81,371.31,238.71,414.23,218.73,289.46,174.78,310.43,150.80,374.31,106.85,435.19,103.85,resursiveForAll
92.83,413.53,95.82,417.53,115.79,465.48,146.73,566.37,160.70,600.34,171.68,597.34,202.62,526.41,232.57,446.50,242.55,414.53,143.73,483.46,157.71,476.46,216.60,466.47,55.90,424.52,147.73,359.59,269.50,400.54,resursiveForAll
332.38,423.52,332.38,422.52,342.37,451.49,377.30,537.40,391.28,607.33,422.22,524.41,458.15,422.52,473.12,389.55,345.36,497.44,356.34,496.44,421.22,490.45,278.48,437.50,293.46,424.52,381.29,361.58,459.15,363.58,resursiveForAll
92.83,632.30,93.83,634.30,118.78,695.24,161.70,793.13,193.64,734.20,232.57,615.32,245.55,588.35,135.75,680.25,143.73,677.25,197.63,658.27,219.59,655.28,62.88,619.32,103.81,585.35,208.61,550.39,270.50,589.35,resursiveForAll
338.37,627.31,341.37,632.30,361.33,673.26,390.28,749.18,400.26,763.17,436.19,665.27,476.12,591.34,369.32,682.25,369.32,682.25,417.23,660.27,277.49,633.30,282.48,619.32,355.34,557.38,415.23,549.39,467.13,573.36,resursiveForAll
125.77,153.80,126.77,157.80,136.75,196.76,183.66,336.61,210.61,415.53,260.52,274.67,296.45,164.79,317.41,128.83,175.67,265.68,194.64,256.69,241.55,243.71,255.53,242.71,86.84,202.75,140.74,144.81,253.53,100.86,resursiveForAll
351.35,261.69,353.35,281.67,384.29,420.52,401.26,456.48,414.23,442.50,433.20,373.57,451.16,303.64,465.14,250.70,473.12,240.71,358.34,340.61,385.29,333.61,418.23,325.62,288.47,234.72,343.36,180.77,460.15,171.78,resursiveForAll
85.84,486.45,92.83,493.45,119.78,553.38,149.72,642.29,163.70,684.25,166.69,684.25,189.65,611.32,225.58,508.43,246.54,464.48,139.74,538.40,147.73,533.40,224.58,514.42,44.92,492.45,77.86,449.49,236.56,390.55,resursiveForAll
365.32,501.44,366.32,506.43,384.29,564.37,414.23,659.27,420.22,671.26,462.14,562.37,489.09,481.46,499.08,469.47,392.27,547.39,416.23,536.40,455.16,524.41,290.46,494.45,304.44,476.46,406.25,419.52,469.13,450.49,resursiveForAll
105.80,694.24,106.80,696.24,142.74,777.15,176.67,860.06,184.66,855.07,229.57,722.21,269.50,658.27,149.72,760.17,149.72,758.17,192.64,740.19,229.57,730.20,65.88,719.21,139.74,629.30,208.61,603.33,274.49,625.31,resursiveForAll
350.35,708.22,351.35,709.22,368.32,752.18,401.26,843.08,407.25,857.07,424.21,846.08,452.16,787.14,478.11,699.23,483.11,678.25,483.11,673.26,375.30,740.19,414.23,732.20,442.18,733.20,292.46,701.23,412.24,630.30,resursiveForAll
116.78,149.80,117.78,150.80,137.74,209.74,197.63,396.55,215.60,412.53,261.52,230.72,281.48,163.79,288.47,151.80,166.69,266.68,198.63,256.69,247.54,245.70,70.87,214.74,63.88,199.75,171.68,119.84,259.52,125.83,resursiveForAll
364.33,185.77,364.33,186.77,361.33,236.71,395.27,419.52,402.26,452.49,432.20,311.64,463.14,218.73,476.12,186.77,357.34,298.65,367.32,293.65,410.24,275.67,276.49,200.75,281.48,185.77,367.32,124.83,466.14,149.80,resursiveForAll
75.86,482.46,76.86,483.46,98.82,524.41,146.73,674.26,159.70,697.23,205.62,583.35,244.55,477.46,256.52,450.49,123.77,558.38,144.73,546.39,218.60,527.41,44.92,467.47,50.91,450.49,119.78,388.56,225.58,381.56,resursiveForAll
361.33,500.44,364.33,526.41,385.29,623.31,406.25,708.22,409.24,706.22,436.19,640.29,462.14,563.37,490.09,485.45,495.08,477.46,369.32,565.37,426.21,547.39,451.16,542.40,277.49,489.45,367.32,424.52,469.13,445.50,resursiveForAll
87.84,695.24,90.83,699.23,132.75,814.11,155.71,868.06,159.70,870.05,175.67,847.08,220.59,740.19,254.53,658.27,261.52,647.29,139.74,738.19,154.71,729.20,214.60,712.22,50.91,703.23,112.79,637.30,252.53,599.34,resursiveForAll
344.36,690.24,348.35,720.21,385.29,821.11,402.26,855.07,408.24,842.08,446.17,749.18,476.12,673.26,484.10,654.28,354.34,739.19,366.32,734.20,417.23,727.20,278.48,689.24,318.41,645.29,390.28,584.35,447.17,572.36,resursiveForAll
88.84,109.85,93.83,122.83,135.75,204.75,187.65,342.60,206.62,301.65,241.55,164.79,269.50,109.85,275.49,100.86,152.72,202.75,177.67,190.76,228.58,172.78,38.93,199.75,48.91,158.80,142.74,76.88,238.56,90.87,resursiveForAll
359.33,125.83,361.33,143.81,383.29,258.69,401.26,370.57,430.20,296.65,457.15,170.78,472.13,137.82,358.34,234.72,379.30,226.72,422.22,214.74,252.53,188.76,267.50,164.79,355.34,96.86,421.22,84.87,476.12,106.85,resursiveForAll
92.83,389.55,93.83,400.54,117.78,497.44,155.71,614.32,199.63,502.44,247.54,386.56,257.52,364.58,130.76,487.45,169.69,465.48,212.61,462.48,32.94,410.53,37.93,398.55,84.84,352.59,183.66,314.63,285.47,356.59,resursiveForAll
349.35,391.55,349.35,413.53,362.33,504.43,375.30,590.35,381.29,608.33,403.25,571.37,465.14,407.54,474.12,379.57,351.35,477.46,390.28,477.46,287.47,416.53,288.47,410.53,330.39,373.57,407.25,335.61,478.11,358.59,resursiveForAll
79.85,636.30,79.85,636.30,91.83,648.29,146.73,781.15,165.69,831.09,199.63,746.18,236.56,644.29,251.53,608.33,141.74,694.24,150.72,688.24,212.61,670.26,67.87,644.29,75.86,628.31,154.71,562.37,252.53,568.37,resursiveForAll
342.37,639.29,352.35,666.27,393.27,768.16,405.25,798.13,424.21,774.15,457.15,686.25,477.12,609.33,478.11,604.33,372.31,684.25,371.31,682.25,422.22,674.26,306.43,635.30,328.39,611.32,418.23,570.37,484.10,583.35,resursiveForAll
104.81,153.80,108.80,155.80,240.55,153.80,301.44,170.78,310.43,278.67,316.41,380.56,316.41,387.56,145.73,273.68,150.72,272.68,256.52,274.67,275.49,275.67,149.72,365.58,191.65,365.58,255.53,369.58,280.48,368.58,forSome
355.34,159.79,354.34,159.79,428.21,158.80,462.14,162.79,473.12,180.77,482.11,338.61,474.12,371.57,371.31,254.70,373.31,254.70,406.25,254.70,454.16,253.70,467.13,254.70,371.31,366.58,390.28,368.58,445.18,372.57,forSome
82.85,463.48,84.84,460.48,135.75,447.49,228.58,447.49,251.53,452.49,255.53,486.45,252.53,556.38,240.55,616.32,236.56,639.29,118.78,528.41,132.75,525.41,212.61,523.42,124.77,619.32,139.74,619.32,214.60,622.31,forSome
348.35,445.50,352.35,445.50,400.26,446.50,439.19,449.49,456.16,458.48,460.15,510.43,457.15,571.37,456.16,623.31,456.16,638.30,341.37,529.41,382.29,528.41,439.19,538.40,344.36,631.30,387.28,629.30,437.19,628.31,forSome
95.82,703.23,100.81,699.23,166.69,683.25,216.60,687.24,242.55,706.22,250.54,747.18,244.55,802.12,233.57,857.07,229.57,881.04,135.75,766.16,185.66,767.16,240.55,773.16,112.79,837.09,119.78,836.09,224.58,828.10,forSome
345.36,671.26,345.36,671.26,405.25,676.26,437.19,678.25,455.16,697.23,456.16,741.19,450.17,786.14,444.18,823.10,445.18,836.09,332.38,745.18,386.28,747.18,426.21,746.18,324.40,826.10,372.31,824.10,413.23,819.11,forSome
56.89,88.87,56.89,86.87,74.86,85.87,155.71,75.88,191.65,79.88,201.63,130.82,213.60,221.73,224.58,270.68,224.58,274.67,84.84,175.78,106.80,174.78,173.68,173.78,200.63,175.78,110.79,266.68,174.68,261.69,forSome
296.45,74.88,297.45,75.88,314.42,79.88,396.27,80.88,427.21,103.85,423.22,216.73,420.22,272.68,318.41,174.78,324.40,174.78,354.34,173.78,403.25,172.78,415.23,173.78,311.42,271.68,342.37,269.68,403.25,268.68,forSome
90.83,348.60,90.83,347.60,110.79,342.60,217.60,338.61,232.57,362.58,234.57,467.47,236.56,500.44,236.56,506.43,117.78,418.52,126.77,415.53,225.58,401.54,235.56,403.54,126.77,507.43,149.72,505.43,195.64,501.44,forSome
332.38,308.64,331.39,308.64,341.37,313.63,410.24,322.62,430.20,333.61,429.21,423.52,418.23,516.42,418.23,517.42,319.41,396.55,334.38,397.55,400.26,402.54,430.20,406.54,313.42,492.45,321.40,493.45,397.26,491.45,forSome
92.83,567.37,92.83,567.37,139.74,563.37,220.59,563.37,237.56,593.34,226.58,677.25,217.60,722.21,120.78,634.30,123.77,633.30,189.65,632.30,233.57,638.30,113.79,714.22,116.78,714.22,143.73,713.22,207.62,705.23,forSome
343.36,555.38,340.37,553.38,349.35,552.39,438.19,546.39,484.10,570.37,467.13,652.28,450.17,711.22,450.17,715.22,348.35,595.34,354.34,596.34,434.20,606.33,452.16,612.32,356.34,692.24,364.33,690.24,447.17,673.26,forSome
120.78,735.19,120.78,735.19,149.72,733.20,214.60,737.19,237.56,789.14,226.58,865.06,228.58,892.03,144.73,795.13,159.70,796.13,230.57,799.13,135.75,871.05,135.75,871.05,150.72,871.05,180.67,868.06,239.56,860.06,forSome
336.38,711.22,335.38,711.22,388.28,714.22,466.14,722.21,473.12,755.17,457.15,844.08,454.16,867.06,332.38,769.16,335.38,770.16,366.32,776.15,443.18,783.14,339.37,857.07,339.37,857.07,357.34,855.07,443.18,840.09,forSome
39.93,102.85,40.92,101.85,56.89,98.86,149.72,71.89,188.65,80.88,192.64,146.81,199.63,269.68,80.85,183.77,83.84,182.77,127.76,179.77,174.68,176.78,202.62,177.78,95.82,278.67,117.78,275.67,170.68,264.68,forSome
314.42,80.88,313.42,80.88,329.39,84.87,409.24,84.87,425.21,135.82,421.22,272.68,424.21,294.65,424.21,294.65,292.46,196.76,300.44,195.76,386.28,190.76,401.26,193.76,295.45,287.66,317.41,290.66,394.27,285.66,forSome
77.86,367.58,80.85,365.58,131.76,351.59,199.63,341.60,223.59,382.56,222.59,462.48,226.58,519.42,226.58,519.42,95.82,447.49,117.78,442.50,223.59,438.50,122.77,517.42,125.77,518.42,138.74,520.42,233.57,513.43,forSome
316.41,344.60,315.42,343.60,345.36,344.60,406.25,333.61,428.21,343.60,427.21,392.55,418.23,444.50,410.24,491.45,410.24,520.42,312.42,420.52,348.35,415.53,405.25,416.53,315.42,493.45,328.39,494.45,368.32,495.44,forSome
99.82,575.36,101.81,574.36,133.75,561.38,223.59,558.38,236.56,581.35,228.58,653.28,226.58,672.26,125.77,598.34,133.75,594.34,190.65,585.35,225.58,586.35,237.56,590.35,142.74,682.25,147.73,681.25,215.60,664.27,forSome
321.40,508.43,317.41,506.43,313.42,507.43,395.27,520.42,418.23,533.40,412.24,584.35,391.28,649.28,384.29,670.26,291.46,575.36,301.44,575.36,365.32,579.36,385.29,582.35,300.44,652.28,307.43,651.28,373.31,641.29,forSome
91.83,725.21,91.83,724.21,121.77,718.21,211.61,716.21,224.58,735.19,220.59,817.11,216.60,850.07,116.78,783.14,127.76,780.15,196.64,769.16,223.59,767.16,127.76,846.08,138.74,846.08,158.71,844.08,221.59,829.10,forSome
304.44,692.24,301.44,690.24,319.41,688.24,379.30,684.25,413.23,681.25,434.20,694.24,425.21,766.16,416.23,819.11,416.23,822.10,315.42,737.19,329.39,740.19,426.21,742.19,300.44,820.11,309.43,820.11,382.29,807.12,forSome
22.96,130.82,23.96,129.83,82.85,109.85,115.79,99.86,197.63,96.86,200.63,170.78,197.63,243.71,209.61,296.65,84.84,227.72,88.84,226.72,173.68,209.74,202.62,202.75,90.83,328.62,96.82,326.62,162.70,309.64,forSome
297.45,127.83,296.45,125.83,311.42,122.83,385.29,107.85,429.21,107.85,422.22,186.77,425.21,287.66,425.21,291.66,296.45,225.73,333.38,220.73,421.22,211.74,299.45,298.65,302.44,297.65,333.38,288.66,388.28,278.67,forSome
85.84,412.53,86.84,410.53,119.78,398.55,195.64,388.56,225.58,410.53,226.58,466.47,223.59,525.41,221.59,554.38,221.59,557.38,128.76,479.46,151.72,472.47,224.58,456.48,126.77,551.39,126.77,552.39,209.61,542.40,forSome
315.42,378.57,317.41,377.57,382.29,375.57,419.22,378.57,426.21,419.52,414.23,495.44,407.25,542.40,406.25,554.38,301.44,464.48,306.43,462.48,393.27,456.48,300.44,556.38,314.42,556.38,367.32,547.39,387.28,543.39,forSome
82.85,629.30,82.85,628.31,135.75,619.32,219.59,617.32,228.58,622.31,238.56,682.25,237.56,743.19,234.57,771.16,138.74,689.24,182.66,683.25,238.56,683.25,133.75,769.16,141.74,770.16,177.67,766.16,229.57,751.18,forSome
324.40,599.34,324.40,598.34,396.27,601.33,433.20,610.32,432.20,666.27,426.21,713.22,424.21,737.19,423.22,751.18,327.39,674.26,333.38,672.26,392.27,664.27,415.23,664.27,332.38,745.18,342.37,743.19,394.27,731.20,forSome
69.87,122.83,63.88,112.84,155.71,102.85,195.64,102.85,207.62,109.85,213.60,164.79,214.60,245.70,221.59,315.63,222.59,344.60,222.59,344.60,115.79,234.72,146.73,229.72,221.59,217.73,108.80,349.60,173.68,341.60,forSome
315.42,146.81,314.42,145.81,369.32,141.81,426.21,126.83,447.17,123.83,446.17,155.80,424.21,308.64,424.21,343.60,422.22,352.59,328.39,261.69,356.34,256.69,416.23,246.70,311.42,343.60,336.38,342.60,395.27,339.61,forSome
92.83,438.50,93.83,437.50,138.74,423.52,231.57,407.54,239.56,440.50,234.57,530.41,233.57,588.35,234.57,605.33,234.57,608.33,124.77,527.41,146.73,519.42,230.57,502.44,135.75,593.34,140.74,593.34,221.59,580.36,forSome
329.39,416.53,331.39,416.53,405.25,408.53,432.20,445.50,423.22,528.41,406.25,592.34,405.25,599.34,312.42,524.41,321.40,515.42,364.33,504.43,418.23,498.44,335.38,579.36,338.37,581.35,357.34,581.35,394.27,577.36,forSome
87.84,690.24,95.82,684.25,143.73,666.27,209.61,666.27,222.59,679.25,227.58,728.20,225.58,760.17,222.59,814.11,126.77,753.18,130.76,751.18,184.66,749.18,225.58,747.18,116.78,831.09,138.74,825.10,187.65,813.11,forSome
321.40,643.29,320.41,643.29,333.38,642.29,399.26,638.30,453.16,671.26,449.17,742.19,448.17,799.13,448.17,799.13,308.43,716.21,323.40,717.21,412.24,721.21,437.19,725.21,339.37,805.12,336.38,806.12,398.26,799.13,forSome
55.90,105.85,61.89,106.85,121.77,99.86,183.66,87.87,223.59,108.85,236.56,184.77,246.54,276.67,255.53,303.64,109.80,242.71,134.75,234.72,216.60,215.74,234.57,212.74,90.83,332.61,125.77,334.61,211.61,317.63,forSome
326.40,113.84,326.40,113.84,336.38,112.84,387.28,106.85,444.18,114.84,449.17,204.75,449.17,299.65,451.16,331.61,328.39,224.73,335.38,222.73,381.29,218.73,439.19,216.73,343.36,320.63,349.35,320.63,420.22,316.63,forSome
82.85,443.50,87.84,439.50,170.68,411.53,217.60,408.53,232.57,429.51,224.58,557.38,219.59,591.34,113.79,517.42,118.78,513.43,167.69,497.44,209.61,491.45,113.79,597.34,134.75,596.34,170.68,592.34,243.55,576.36,forSome
304.44,415.53,304.44,414.53,361.33,408.53,408.24,411.53,410.24,497.44,394.27,567.37,378.30,605.33,378.30,605.33,294.45,494.45,310.43,493.45,382.29,497.44,382.29,497.44,306.43,584.35,313.42,583.35,362.33,581.35,forSome
88.84,678.25,94.82,674.26,133.75,657.28,184.66,645.29,227.58,646.29,234.57,665.27,234.57,729.20,228.58,781.15,225.58,800.13,127.76,713.22,174.68,709.22,227.58,710.22,139.74,808.12,153.72,807.12,199.63,798.13,forSome
326.40,622.31,331.39,623.31,354.34,623.31,386.28,622.31,417.23,644.29,423.22,683.25,423.22,732.20,426.21,762.17,425.21,788.14,321.40,683.25,323.40,683.25,386.28,691.24,318.41,793.13,320.41,792.14,387.28,780.15,forSome
64.88,142.81,63.88,141.81,92.83,133.82,176.67,121.83,231.57,127.83,237.56,164.79,235.56,245.70,239.56,313.63,243.55,340.61,100.81,252.70,149.72,246.70,206.62,241.71,107.80,361.58,117.78,360.58,176.67,354.59,forSome
333.38,137.82,331.39,133.82,363.33,130.82,431.20,119.84,449.17,123.83,454.16,190.76,452.16,278.67,459.15,329.62,321.40,267.68,336.38,263.69,388.28,255.69,448.17,259.69,336.38,361.58,350.35,360.58,418.23,351.59,forSome
81.85,464.48,94.82,458.48,142.74,449.49,195.64,451.49,235.56,486.45,233.57,551.39,228.58,594.34,230.57,625.31,118.78,527.41,147.73,522.42,198.63,515.42,244.55,512.43,137.74,616.32,163.70,614.32,219.59,603.33,forSome
322.40,436.51,319.41,434.51,330.39,434.51,429.21,454.49,432.20,498.44,429.21,552.39,420.22,604.33,419.22,620.31,321.40,533.40,331.39,530.41,365.32,523.42,415.23,519.42,330.39,606.33,335.38,602.33,393.27,597.34,forSome
79.85,699.23,81.85,695.24,129.76,680.25,189.65,670.26,239.56,672.26,253.53,691.24,250.54,754.17,249.54,791.14,246.54,814.11,125.77,777.15,142.74,767.16,196.64,749.18,251.53,745.18,141.74,837.09,187.65,829.10,forSome
